contentid,contentTypeId,title,addr1,mapx,mapy,cat1,cat2,cat3
131318,28,잠실한강공원 잠실물놀이장,서울특별시 송파구 한가람로 65 (잠실동),127.0867514361,37.5176813118,A03,A0303,A03030700
990140,28,장충체육관,서울특별시 중구 동호로 241,127.0068047884,37.5582390522,A03,A0302,A03020300
2778454,28,정동길,서울특별시 중구 정동,126.9696134574,37.5679539218,A03,A0302,A03022700
131313,28,정립회관 수영센터,서울특별시 광진구 워커힐로 93,127.0976467159,37.5511415116,A03,A0303,A03030700
131958,28,창동문화체육센터,서울특별시 도봉구 노해로69길 132,127.0507507166,37.6582337733,A03,A0302,A03020200
2792594,28,천왕산 가족캠핑장,서울특별시 구로구 연동로12길 149 (항동),126.8314063341,37.4790478943,A03,A0302,A03021700
2783315,28,청계천 자전거도로,서울특별시 성동구 마장동 294,127.0391848676,37.5689439457,A03,A0302,A03020500
2675078,28,초대길,서울특별시 강북구 4.19로 114,127.0028388394,37.6435151778,A03,A0302,A03022700
2734171,28,초안산캠핑장,서울특별시 노원구 마들로5가길 66-107,127.0499901113,37.6429327613,A03,A0302,A03021700
3082446,28,키즈돌핀 서대문DMC점,"서울특별시 서대문구 수색로 102 (북가좌동, DMC요진아파트)",126.9083161278,37.5729189136,A03,A0303,A03030700
131322,28,태릉국제스케이트장,서울특별시 노원구 화랑로 727 (공릉동),127.1032521828,37.6338070057,A03,A0302,A03021300
3080519,28,한강드론공원,서울특별시 강동구 천호동,127.1191171003,37.5470534844,A03,A0301,A03010300
2783331,28,한강레져스포츠,서울특별시 영등포구 여의동로 290 (여의도동),126.9384174889,37.5258888069,A03,A0301,A03010200
775883,28,한강시민공원 뚝섬수영장(실외),서울특별시 광진구 자양동,127.0671167729,37.5296517901,A03,A0303,A03030700
131317,28,한강시민공원 여의도수영장(실외),서울특별시 영등포구 여의동로 330,126.933612357,37.5263886632,A03,A0303,A03030700
131315,28,한강시민공원 잠원수영장(실외),서울특별시 서초구 잠원로 221-124,127.012297015,37.5208018331,A03,A0303,A03030700
131326,28,KBS스포츠월드,서울특별시 강서구 공항대로 376,126.8472165959,37.5569085725,A03,A0302,A03020200
1037020,28,[북악하늘길 2산책로] 하늘교~성북천발원지,서울특별시 성북구 대사관로 1 (성북동),126.9841946526,37.5965036428,A03,A0302,A03022700
1037027,28,[북악하늘길 3산책로] 북카페~숲속다리,서울특별시 성북구 성북동,126.9858969827,37.6068219183,A03,A0302,A03022700
1037031,28,[북악하늘길 스카이웨이] 하늘한마당~하늘마루,서울특별시 성북구 성북동,127.0068155826,37.569354427,A03,A0302,A03022700
1197225,28,[북한산 둘레길 10구간] 내시묘역길,서울특별시 은평구 진관동,126.9382140738,37.6472524711,A03,A0302,A03022700
1196871,28,[북한산 둘레길 4구간] 솔샘길,서울특별시 성북구 솔샘로25길 121-50,127.0069335488,37.6210484201,A03,A0302,A03022700
2612119,28,[양천구 둘레길] 도심형코스,서울특별시 양천구 신월동,126.8311134689,37.5227539223,A03,A0302,A03022700
2612170,28,[양천구 둘레길] 산림형코스,서울특별시 양천구 신정동,126.8724128441,37.5098533798,A03,A0302,A03022700
2612154,28,[양천구 둘레길] 하천형코스,서울특별시 양천구 목동,126.8808138178,37.5467520196,A03,A0302,A03022700
2674964,28,[충효길코스 1코스] 고구동산길,서울특별시 동작구 본동,126.9539136647,37.5129516983,A03,A0302,A03022700
2574118,32,강남스테이힐(Gangnam Stay Hill),서울특별시 강남구 테헤란로13길 65,127.0301236613,37.5034291706,B02,B0201,B02011100
2650614,32,강남아르누보씨티호텔,서울특별시 서초구 서초대로74길 49 (서초동),127.0281518997,37.4934664031,B02,B0201,B02010100
2607620,32,게스트하우스강남,서울특별시 강남구 압구정로34길 33,127.030900726,37.5261154387,B02,B0201,B02011100
3533122,32,고은,"서울특별시 종로구 동숭4나길 25 (동숭동, 상일아트빌라)",127.0055403052,37.583250011,B02,B0201,B02011100
3532757,32,곰곰하우스,서울특별시 종로구 계동길 85-15 (계동),126.9864726513,37.5813971066,B02,B0201,B02011600
3438351,32,관숙,서울특별시 마포구 백범로15길 27 (대흥동),126.9431719619,37.5488806651,B02,B0201,B02011100
2528117,32,교대게스트하우스,서울특별시 서초구 사임당로17길 116 서초삼성래미안아파트,127.0190443994,37.4933329219,B02,B0201,B02011100
3387829,32,그랜드 머큐어 앰버서더 서울 용산,서울특별시 용산구 청파로20길 95 (한강로3가),126.9630345182,37.5320052033,B02,B0201,B02010100
142769,32,그랜드 인터컨티넨탈 서울 파르나스,서울특별시 강남구 테헤란로 521,127.0608845757,37.5095984514,B02,B0201,B02010100
3438659,32,그루브하우스,서울특별시 동대문구 서울시립대로25길 10 (전농동),127.0522138438,37.5827620188,B02,B0201,B02011100
3465927,32,글래드 마포,서울특별시 마포구 마포대로 92 (도화동),126.9508880827,37.5433286707,B02,B0201,B02010100
3532713,32,글로리 인 연신내,"서울특별시 은평구 통일로78길 26-9 (불광동, 불광트레비앙)",126.9252855054,37.6187611087,B02,B0201,B02011200
2576469,32,나루게스트하우스,서울특별시 마포구 양화로12길 8-12,126.9179214153,37.5513826997,B02,B0201,B02011100
2607806,32,나비호스텔,서울특별시 마포구 양화로 177-1,126.9247400491,37.5580626011,B02,B0201,B02011100
2918636,32,나인브릭호텔,서울특별시 마포구 홍익로5길 32 (서교동),126.920584992,37.5538352404,B02,B0201,B02010100
2487684,32,남산호스텔,서울특별시 중구 퇴계로18길 67,126.9846040375,37.5580831159,B02,B0201,B02011100
3387475,32,노보텔 스위트 앰배서더 서울 용산,서울특별시 용산구 청파로20길 95 (한강로3가),126.9630345182,37.5320052033,B02,B0201,B02010100
142721,32,노보텔 앰배서더 서울 강남,서울특별시 강남구 봉은사로 130 (역삼동),127.0289098282,37.5053372605,B02,B0201,B02010100
3337233,32,노보텔 앰배서더 서울 동대문 호텔 & 레지던스,서울특별시 중구 을지로 238 (을지로6가),127.0043936669,37.5663519553,B02,B0201,B02010100
3387114,32,노보텔 앰배서더 서울 용산,서울특별시 용산구 청파로20길 95 (한강로3가),126.9630345182,37.5320052033,B02,B0201,B02010100
2707440,32,누와,서울특별시 종로구 필운대로5나길 3-1,126.9677966258,37.57963031,B02,B0201,B02011600
2570238,32,능마루게스트하우스(Nungmaru Guesthouse),서울특별시 중구 퇴계로20나길 2-15,126.9852928439,37.558783047,B02,B0201,B02011100
2700281,32,니트하우스,서울특별시 마포구 양화로15안길 7,126.9190017894,37.5543268216,B02,B0201,B02011100
2608491,32,다산하우스,서울특별시 강서구 송정로 70,126.8099920982,37.5610157646,B02,B0201,B02011100
3532629,32,단밤하우스,서울특별시 용산구 청파로85가길 10-4 (서계동),126.9679446073,37.5523307075,B02,B0201,B02011100
1870779,32,담소정[한국관광 품질인증/Korea Quality],서울특별시 종로구 북촌로9길 16-2,126.9842978496,37.5813970676,B02,B0201,B02011600
142725,32,더 플라자 호텔 서울,서울특별시 중구 소공로 119,126.9780822232,37.564679455,B02,B0201,B02010100
984650,32,더리버사이드 호텔,서울특별시 서초구 강남대로107길 6,127.0180965434,37.5187882827,B02,B0201,B02010100
3076176,32,더리센츠호텔 동대문,서울특별시 동대문구 천호대로 383 (장안동),127.0616663412,37.5623478944,B02,B0201,B02010100
3101922,32,더파더스,서울특별시 종로구 창경궁로 231 (명륜4가),126.9980493367,37.5827082736,B02,B0201,B02011100
3532628,32,던하우스,서울특별시 용산구 청파로85가길 10-4 (서계동),126.9679446073,37.5523307075,B02,B0201,B02011200
3532896,32,도화스테이,서울특별시 마포구 새창로4가길 9 (도화동),126.9523296616,37.5417816542,B02,B0201,B02011100
2608495,32,둥글하우스 (Doonggle House),서울특별시 관악구 남부순환로247가길 22,126.9654608369,37.4774199202,B02,B0201,B02011100
3103189,32,디비하우스,서울특별시 은평구 서오릉로 100 (대조동),126.9209472896,37.608976058,B02,B0201,B02010700
3533001,32,디에이치 성수포레,서울특별시 성동구 왕십리로8길 17-5 (성수동1가),127.0466098296,37.54644947,B02,B0201,B02011100
2504658,32,딜라이트 호텔,서울특별시 송파구 오금로11길 21-9 (방이동),127.1093272239,37.5154403121,B02,B0201,B02010100
2708334,32,라마다 호텔앤스위트 서울남대문,서울특별시 중구 칠패로 27,126.9720106869,37.5599882243,B02,B0201,B02010100
3084396,32,라바호텔,서울특별시 서초구 효령로53길 40 (서초동),127.0136311949,37.4865502789,B02,B0201,B02010900
3532906,32,라우펜스테이,"서울특별시 금천구 독산로44길 29 (시흥동, 인경스마트빌딩)",126.9063500049,37.4613235109,B02,B0201,B02011100
2905416,32,라이즈오토그래프컬렉션,서울특별시 마포구 양화로 130 (서교동),126.9212210297,37.5543879654,B02,B0201,B02010100
509241,32,라이프스타일 F호텔,서울특별시 영등포구 경인로108길 8,126.9112341004,37.5171809991,B02,B0201,B02010900
2700971,32,락고재 서울 북촌 한옥호텔,서울특별시 종로구 계동길 49-23,126.9860754996,37.580183352,B02,B0201,B02010100
2576479,32,레드,서울특별시 중구 소공로6길 32,126.98475957,37.5583997489,B02,B0201,B02011100
2586384,32,레스케이프 호텔(L’Escape Hotel),서울특별시 중구 퇴계로 67,126.9795572285,37.5597189467,B02,B0201,B02010100
3080539,32,렉스관광호텔,서울특별시 강남구 강남대로 588 (논현동),127.020546444,37.5144221668,B02,B0201,B02010100
3076237,32,로사나부티크호텔,서울특별시 송파구 삼학사로 98 (석촌동),127.0975757814,37.5060550786,B02,B0201,B02010900
2634434,32,로얄스퀘어호텔,서울특별시 강서구 공항대로 30,126.8103254099,37.5607102509,B02,B0201,B02011100
2505908,32,롯데시티호텔 구로,서울특별시 구로구 디지털로 300,126.8966252225,37.4850844673,B02,B0201,B02010100
1556008,32,롯데시티호텔 김포공항,서울특별시 강서구 하늘길 38 (방화동),117.9925662504,19.69442748,B02,B0201,B02010100
990208,32,롯데시티호텔 마포,서울특별시 마포구 마포대로 109,126.9512685547,37.5450590314,B02,B0201,B02010100
2504510,32,롯데시티호텔 명동,서울특별시 중구 삼일대로 362,126.9880590273,37.5669377042,B02,B0201,B02010100
2548198,32,롯데호텔 L7 강남,서울특별시 강남구 테헤란로 415,127.0516660784,37.5057681749,B02,B0201,B02010100
2504463,32,롯데호텔 L7 명동,서울특별시 중구 퇴계로 137,126.9848482845,37.5642712902,B02,B0201,B02010100
2907142,32,롯데호텔 L7홍대,서울특별시 마포구 양화로 141 롯데호텔 L7홍대,126.9216848363,37.5558072531,B02,B0201,B02010100
142766,32,롯데호텔 월드,서울특별시 송파구 올림픽로 240 (잠실동),127.0976311526,37.5123821225,B02,B0201,B02010100
3341540,32,르메르디앙 서울 명동,서울특별시 중구 명동8나길 38 (충무로1가),126.9827124411,37.561688219,B02,B0201,B02010100
2650639,32,리버사이드게스트하우스,서울특별시 광진구 뚝섬로 702-4,127.0873259497,37.5329878783,B02,B0201,B02011100
3103188,32,리재,서울특별시 중구 퇴계로68길 14 (광희동2가),127.0097710247,37.5638912266,B02,B0201,B02010700
3532633,32,리틀포레한강,서울특별시 성동구 왕십리로8길 19-5 (성수동1가),127.0468348118,37.5463689287,B02,B0201,B02011200
2804387,32,린다픽,서울특별시 용산구 이태원로23길 26-5,126.9922206404,37.5358052852,B02,B0201,B02011100
3469416,32,마리호텔,서울특별시 강동구 양재대로111길 28 (길동),127.1381489723,37.5375465985,B02,B0201,B02010100
3379704,32,맹그로브 동대문,서울특별시 중구 퇴계로 334 (광희동2가),127.008737777,37.5641772856,B02,B0201,B02010100
3379735,32,맹그로브 신설,서울특별시 동대문구 왕산로 22 (신설동),127.0260886324,37.5762289745,B02,B0201,B02010100
2917226,32,머큐어 앰배서더 서울 홍대,서울특별시 마포구 양화로 144 (동교동),126.922409782,37.5553962029,B02,B0201,B02010100
1327006,32,메리어트 이그제큐티브 아파트먼트 서울 여의도,서울특별시 영등포구 여의대로 8 (여의도동),126.9186194232,37.5212667678,B02,B0201,B02010100
3532720,32,메모리스테이 효자,서울특별시 종로구 자하문로 76-4 (효자동),126.9710156891,37.5827355624,B02,B0201,B02011600
2552651,32,메이플레이스 호텔 서울 동대문,서울특별시 종로구 율곡로 179 (원남동),126.9987605687,37.5761590471,B02,B0201,B02010100
143066,32,메이필드호텔,서울특별시 강서구 방화대로21길 94,126.8194860451,37.54788135,B02,B0201,B02010100
2706686,32,명동게스트하우스 꼬모,서울특별시 중구 퇴계로24길 12,126.9872287304,37.5604773294,B02,B0201,B02011100
3533136,32,모드하우스,서울특별시 용산구 회나무로39가길 18 (이태원동),126.9938981342,37.5404519981,B02,B0201,B02011100
3341609,32,목시 서울 명동,서울특별시 중구 명동8나길 38 (충무로1가),126.9827124411,37.561688219,B02,B0201,B02010100
2608499,32,미담 한옥 게스트 하우스,서울특별시 종로구 북촌로6길 25-6,126.9863532384,37.5806638566,B02,B0201,B02011600
2669165,32,미로 게스트하우스,서울특별시 마포구 동교로38길 27,126.925595422,37.561787184,B02,B0201,B02011100
1045657,32,반얀트리 클럽 앤 스파 서울,서울특별시 중구 장충단로 60,127.0005250345,37.55012877,B02,B0201,B02010100
3102128,32,보나게스트하우스,"서울특별시 영등포구 영등포로 351 (신길동, 신길동경남아파트)",126.9180196434,37.5153952166,B02,B0201,B02011100
3102095,32,보라보라,서울특별시 용산구 이태원로26길 25-12 (이태원동),126.9939205548,37.5333861525,B02,B0201,B02011100
3533015,32,보문소담,서울특별시 성북구 보문로21길 15-3 (보문동5가),127.0196751356,37.5829836296,B02,B0201,B02011100
3465527,32,보코 서울 강남,서울특별시 강남구 도산대로 144 (논현동),127.0246265322,37.5178162906,B02,B0201,B02010100
3395428,32,보코 서울 명동,서울특별시 중구 퇴계로 52 (회현동1가),126.9785601324,37.5584718511,B02,B0201,B02010100
2592489,32,복합한옥공간 곳,서울특별시 종로구 계동길 52-11 (계동),126.9873670606,37.5797528699,B02,B0201,B02011600
2575836,32,북촌 게스트하우스,서울특별시 종로구 북촌로 20-17,126.9856811352,37.5786279695,B02,B0201,B02011600
3438381,32,북촌다락방,서울특별시 종로구 북촌로11가길 27 (가회동),126.983925622,37.5827802333,B02,B0201,B02011600
3072219,32,북촌빈관 by 락고재,서울특별시 종로구 북촌로11가길 10 (가회동),126.9842200518,37.5823469553,B02,B0201,B02011600
3023167,32,브라운스위트 신촌센트럴,서울특별시 마포구 서강로 137 (노고산동),126.9356085978,37.5547215174,B02,B0201,B02010900
2610892,32,빅 존스 플레이스,서울특별시 강남구 강남대로110길 31-1,127.0273600035,37.5041457045,B02,B0201,B02011100
3438431,32,사월 한옥,서울특별시 성북구 성북로 76-11 (성북동),127.0000238388,37.5939097842,B02,B0201,B02011600
2588198,32,삼청동 코리아 게스트하우스,서울특별시 종로구 삼청로4길 12-1,126.982025814,37.5821136107,B02,B0201,B02011100
2608496,32,샤갈의 집,서울특별시 관악구 남부순환로247길 14-8,126.9666746399,37.4765478211,B02,B0201,B02011100
2574202,32,서울 성북 홈스테이,서울특별시 성북구 화랑로 76,127.0404421537,37.6017901504,B02,B0201,B02011100
2570293,32,서울 타이완 게스트하우스,서울특별시 중구 퇴계로10길 20-18,126.9800488938,37.5581885778,B02,B0201,B02011100
142722,32,서울가든호텔,서울특별시 마포구 마포대로 58,126.9483050535,37.5408900188,B02,B0201,B02010100
3529694,32,서울아리,서울특별시 종로구 율곡로10길 15-8 (권농동),126.9913445622,37.5767227374,B02,B0201,B02011600
136039,32,서울올림픽파크텔,서울특별시 송파구 올림픽로 448 (방이동),127.1165319275,37.522334086,B02,B0201,B02010600
2569150,32,서울이야기 한옥(서울이야기한옥게스트하우스),서울특별시 종로구 율곡로5길 3-19,126.9846035015,37.577005917,B02,B0201,B02011600
2612196,32,서울큐브 이화,서울특별시 마포구 대흥로30길 18-10,126.9468714213,37.5560798947,B02,B0201,B02011100
2652747,32,서울크라운88게스트하우스 [한국관광 품질인증/Korea Quality],서울특별시 마포구 성미산로 189,126.9264036431,37.5631509288,B02,B0201,B02011100
2804401,32,서울한옥스테이(jnpstay),서울특별시 종로구 자하문로1나길 7-28,126.9708991967,37.5769584543,B02,B0201,B02011600
3533019,32,서유니스테이,서울특별시 종로구 성균관로14길 63 (명륜1가),126.9980047819,37.586741137,B02,B0201,B02011100
2465879,32,서촌게스트하우스[한국관광 품질인증/Korea Quality],서울특별시 종로구 자하문로7길 28-3,126.9706491586,37.5790915353,B02,B0201,B02011600
2583741,32,서촌영락재,서울특별시 종로구 필운대로5가길 29,126.9675494067,37.5803191143,B02,B0201,B02011600
3103194,32,석촌별채,서울특별시 송파구 오금로17길 5-25 (방이동),127.1100939275,37.5116685416,B02,B0201,B02010700
3102210,32,선음재,서울특별시 종로구 북촌로 94-14 (가회동),126.9856309563,37.5850966614,B02,B0201,B02011600
2660696,32,세연재,서울특별시 은평구 연서로50길 17,126.9395335943,37.6403283002,B02,B0201,B02011600
2650656,32,세화호스텔,서울특별시 종로구 삼일대로32가길 50,126.9903308202,37.5747868333,B02,B0201,B02011100
3438030,32,센서빌리,서울특별시 동대문구 서울시립대로25길 10 (전농동),127.0522138438,37.5827620188,B02,B0201,B02011100
2696312,32,소담스테이,서울특별시 마포구 마포대로14길 12-17,126.9559902624,37.5480393261,B02,B0201,B02011600
2583699,32,소소하우스,서울특별시 종로구 필운대로5가길 16-5,126.9681632393,37.5803330123,B02,B0201,B02011600
2992043,32,소테츠 프레사 인 서울 명동,서울특별시 중구 명동길 48 (명동2가),126.9850260612,37.5637380215,B02,B0201,B02010900
2991972,32,소테츠 호텔즈 더 스프라지르 서울 동대문,서울특별시 중구 장충단로 226 (광희동2가),127.0077767369,37.5647716435,B02,B0201,B02010100
2992010,32,소테츠 호텔즈 더 스프라지르 서울 명동,서울특별시 중구 남대문로5길 15 (북창동),126.9787544559,37.5621269853,B02,B0201,B02010100
3337577,32,소피텔 앰배서더 서울 호텔&서비스드 레지던스,서울특별시 송파구 잠실로 209 (신천동),127.1063803122,37.5139237687,B02,B0201,B02010100
3532634,32,수채화,"서울특별시 은평구 녹번로7길 20-18 (녹번동, 수채화)",126.9295021044,37.6075680418,B02,B0201,B02011100
2604078,32,숨바꼭질(Hide & Seek)(Hide & Seek (숨바꼭질) 게스트하우스),서울특별시 종로구 자하문로6길 14,126.9707129929,37.5808302228,B02,B0201,B02011100
142765,32,스위스 그랜드 호텔,서울특별시 서대문구 연희로 353 (홍은동),126.9357881816,37.5885203694,B02,B0201,B02010100
2620049,32,스윗 서울,서울특별시 송파구 올림픽로12길 48-1,127.0834381418,37.5073574508,B02,B0201,B02011100
3533112,32,스윗미1949,서울특별시 용산구 청파로83길 27-2 (서계동),126.9678113012,37.5517918792,B02,B0201,B02011100
2576344,32,스타리아호스텔,서울특별시 중구 퇴계로20길 38,126.9861038896,37.5584830965,B02,B0201,B02011100
3533139,32,스테이 공간,서울특별시 영등포구 선유서로25길 18-7 (양평동2가),126.8839197022,37.5250101572,B02,B0201,B02011100
2707439,32,스테이 데이 오프,서울특별시 종로구 자하문로1다길 6,126.9712158243,37.5773111969,B02,B0201,B02011600
3532759,32,스테이 희와,서울특별시 종로구 혜화로11가길 16-3 (명륜1가),126.9980380409,37.5892547343,B02,B0201,B02011600
3438359,32,스테이모일,서울특별시 종로구 율곡로10길 19 (권농동),126.9911084737,37.5766644064,B02,B0201,B02011600
3533140,32,스테이별빛숭인,서울특별시 종로구 종로65가길 19 (숭인동),127.0193059481,37.5751150931,B02,B0201,B02011100
3533004,32,스테이보리,서울특별시 성동구 성수이로16길 48 (성수동2가),127.0614836687,37.5396616376,B02,B0201,B02011100
3533020,32,스테이영에버,서울특별시 종로구 창신8길 17 (창신동),127.0106427863,37.5773257918,B02,B0201,B02011100
3438035,32,스테이청운,서울특별시 종로구 자하문로 131-21 (청운동),126.9682352457,37.5877210442,B02,B0201,B02011100
3533110,32,스테이코멧,서울특별시 종로구 창신8길 17 (창신동),127.0106427863,37.5773257918,B02,B0201,B02011100
3533164,32,스테이콘티고,서울특별시 마포구 동교로38길 26-7 (연남동),126.9253287829,37.5616816357,B02,B0201,B02011100
3464755,32,시그니엘 서울,서울특별시 송파구 올림픽로 300 (신천동),127.1040749597,37.5141653654,B02,B0201,B02010100
2465890,32,시은재,서울특별시 종로구 삼일대로 439,126.9872477984,37.5737035704,B02,B0201,B02011600
3464974,32,신라스테이 삼성,서울특별시 강남구 영동대로 506 (삼성동),127.063192688,37.5099623394,B02,B0201,B02010100
2708666,32,신촌 시스터즈,서울특별시 마포구 백범로2길 24,126.9356725027,37.5539549409,B02,B0201,B02011100
2011019,32,써미트 호텔 서울,서울특별시 중구 장충단로 198,127.0068407802,37.5623052464,B02,B0201,B02010100
2590471,32,쓰리세븐호텔,서울특별시 동대문구 이문로 192,127.0622678841,37.6038208636,B02,B0201,B02010100
3072227,32,아담한옥,서울특별시 종로구 필운대로6길 21 (통인동),126.9696769883,37.5803885888,B02,B0201,B02011600
2575171,32,아름다운 황토집,서울특별시 은평구 통일로92길 30,126.9229855187,37.6257102593,B02,B0201,B02011100
2569959,32,아리하우스,서울특별시 중구 퇴계로22길 11-4,126.9867926625,37.560357891,B02,B0201,B02011100
2917245,32,아만티호텔서울,서울특별시 마포구 월드컵북로 31 (서교동),126.9187184009,37.5571903727,B02,B0201,B02010100
3533141,32,안녕 올라 서울,서울특별시 관악구 남부순환로160길 37 (신림동),126.9226062834,37.4817547619,B02,B0201,B02011100
3466079,32,안다즈 서울 강남,서울특별시 강남구 논현로 854 (신사동),127.0288814863,37.5253738224,B02,B0201,B02010100
3056929,32,안테룸 서울,서울특별시 강남구 도산대로 153 (신사동),127.0252403337,37.5189189506,B02,B0201,B02010100
3533161,32,앙니드 공이안,서울특별시 종로구 북촌로5가길 44-5 (화동),126.9814925429,37.5816331005,B02,B0201,B02011600
2570447,32,애플트리(Apple tree)(애플트리게스트하우스),서울특별시 마포구 월드컵로20길 41-5,126.9111996144,37.5581512374,B02,B0201,B02011100
3533142,32,앤드류 게스트하우스,"서울특별시 마포구 와우산로29길 56-9 (서교동, 홍익예림빌라)",126.927212092,37.5564489442,B02,B0201,B02011100
2610854,32,야코리아호스텔 강남점,서울특별시 강남구 테헤란로43길 19,127.0437640507,37.5046598283,B02,B0201,B02011100
3532571,32,양스테이,서울특별시 동대문구 망우로 28 (휘경동),127.0565132967,37.5882336827,B02,B0201,B02011100
2576511,32,어반우드,서울특별시 마포구 와우산로29마길 5,126.9268538117,37.5557184671,B02,B0201,B02011100
2700928,32,업플로 호스텔,서울특별시 서초구 서초대로56길 18,127.0170584559,37.4937911663,B02,B0201,B02011100
3091243,32,에이치에비뉴 건대점,서울특별시 광진구 동일로 156 (화양동),127.0665830214,37.5460887604,B02,B0201,B02010100
3080520,32,엔트라호텔,서울특별시 강남구 도산대로 508 (청담동),127.0484852936,37.524077103,B02,B0201,B02010100
2570692,32,엘스테이(Gangnam AN guesthouse),서울특별시 서초구 사평대로53길 8-3,127.0220687977,37.5048705253,B02,B0201,B02011100
3533118,32,엘하우스,서울특별시 용산구 청파로85가길 19-4 (서계동),126.9675085447,37.55201407,B02,B0201,B02011100
2603884,32,연당,서울특별시 종로구 계동6길 3,126.9870725624,37.5826025329,B02,B0201,B02011600
1883087,32,연우하우스[한국관광 품질인증/Korea Quality],서울특별시 종로구 북촌로12길 5-13,126.9853282846,37.5823358662,B02,B0201,B02011600
2602555,32,영빈호텔,서울특별시 중구 퇴계로56길 18,127.0034215492,37.5657908919,B02,B0201,B02011100
2940719,32,예린당 바이 버틀러리,서울특별시 종로구 자하문로5가길 17-8,126.9704353125,37.5782832921,B02,B0201,B02011600
3438545,32,예맥당 한옥스테이,서울특별시 은평구 연서로50길 11 (진관동),126.9388947509,37.6407671266,B02,B0201,B02011600
2528133,32,예포게스트하우스,서울특별시 서대문구 성산로7안길 8,126.9196096946,37.5675336308,B02,B0201,B02011100
2576513,32,예하도예 게스트하우스(YEHADOYE guesthouse),서울특별시 종로구 인사동12길 10,126.9850701994,37.5744062273,B02,B0201,B02011100
3104366,32,오늘스테이,서울특별시 영등포구 신풍로 72-5 (신길동),126.9142454258,37.4998275134,B02,B0201,B02010700
3465873,32,오라카이 대학로 호텔,서울특별시 종로구 율곡로 180 (원남동),126.9987328086,37.5756229977,B02,B0201,B02010100
3464880,32,오라카이 인사동 스위츠,서울특별시 종로구 인사동4길 18 (낙원동),126.9873589182,37.5730564254,B02,B0201,B02011300
3466132,32,오라카이 청계산 호텔,서울특별시 서초구 청계산로9길 1-7 (신원동),127.0546396319,37.4491275806,B02,B0201,B02010100
3072197,32,"오롯이, 한옥",서울특별시 종로구 필운대로5가길 13-4 (누하동),126.9680049295,37.5800052708,B02,B0201,B02011600
3079553,32,오리엔스호텔&레지던스,서울특별시 중구 삼일대로2길 50 (예장동),126.9911422728,37.5601413273,B02,B0201,B02010100
3533158,32,오리지날 백패커스,서울특별시 종로구 종로 313-3 (창신동),127.0125455275,37.5724874994,B02,B0201,B02011100
3080826,32,오월호텔,서울특별시 강남구 언주로85길 27 (역삼동),127.0410782986,37.5006324696,B02,B0201,B02010100
2572933,32,오케이 게스트하우스,서울특별시 동작구 알마타길 21-18,126.9278105264,37.5115569487,B02,B0201,B02011100
2008490,32,오크우드 프리미어 코엑스 센터,서울특별시 강남구 테헤란로87길 46 (삼성동),127.0582208886,37.511034348,B02,B0201,B02010100
2814165,32,오클라우드호텔,서울특별시 서초구 사평대로58길 12 오클라우드 호텔,127.0237186979,37.5030929836,B02,B0201,B02010100
3438197,32,온스테이,서울특별시 성북구 삼선교로8길 43-12 (삼선동1가),127.0083205481,37.5853414853,B02,B0201,B02011100
3072240,32,온유헌 바이 버틀러리,서울특별시 종로구 계동길 92-19 (계동),126.9874892192,37.581610989,B02,B0201,B02011600
2651924,32,와이즈하우스,서울특별시 마포구 월드컵북로6길 89-9,126.9225040709,37.5606011548,B02,B0201,B02011100
3533160,32,와하녹,서울특별시 종로구 창경궁로26길 38-13 (명륜4가),126.9999075272,37.5817723039,B02,B0201,B02011600
3084991,32,웨스턴 코업호텔앤레지던스,서울특별시 중구 을지로 228 (을지로5가),127.0033298707,37.566501918,B02,B0201,B02010900
3116447,32,웰컴미스테익스,서울특별시 종로구 창의문로7길 27 (부암동),126.9632439189,37.591776039,B02,B0201,B02011600
2817140,32,위고인호스텔,서울특별시 서대문구 신촌로 141 (대현동),126.9415885468,37.5569158138,B02,B0201,B02010100
3072235,32,유준당 바이 버틀러리,서울특별시 종로구 계동4길 10-4 (계동),126.9873142207,37.5821109276,B02,B0201,B02011600
2676000,32,응정헌,서울특별시 은평구 연서로50길 19,126.9396863588,37.6402977508,B02,B0201,B02011600
2574082,32,이브(이브게스트하우스),서울특별시 중구 퇴계로20길 41-14,126.9867593834,37.558544212,B02,B0201,B02011100
143122,32,이비스 스타일 앰배서더 서울 강남,서울특별시 강남구 삼성로 431,127.0571044899,37.505154455,B02,B0201,B02010100
3387804,32,이비스 스타일 앰배서더 서울 용산,서울특별시 용산구 청파로20길 95 (한강로3가),126.9630345182,37.5320052033,B02,B0201,B02010100
3079777,32,이비스 앰배서더 서울 인사동,서울특별시 종로구 삼일대로30길 31 (익선동),126.9893920298,37.5743368685,B02,B0201,B02010100
3085303,32,이사벨관광호텔,서울특별시 금천구 가산로 50 (독산동),126.8975255154,37.4717554753,B02,B0201,B02010900
2604153,32,이화한옥,서울특별시 종로구 필운대로 26-25,126.9674549333,37.5816467367,B02,B0201,B02010100
2609911,32,인 게스트하우스,서울특별시 마포구 성미산로1길 68,126.9066971708,37.5608619529,B02,B0201,B02011100
1882248,32,인우하우스[한국관광 품질인증/Korea Quality],서울특별시 종로구 계동6길 9,126.9869725668,37.5827636229,B02,B0201,B02011600
2707445,32,일독일박,서울특별시 종로구 필운대로3길 11-1,126.9685688087,37.578538784,B02,B0201,B02011600
